architecture_family,component_relation,estimated_cost,estimated_memory,estimated_points,exact_geometric_transform,exact_integer_scale,example_count,initializer_count,input_is_output_subgrid,input_shape_variability,model_bytes,node_count,nonzero_relation,output_is_input_subgrid,output_is_nonzero_bbox,output_shape_variability,palette_relation,parameter_count,primitive_tags,same_shape_examples,same_shape_mask_relation,semantic_signature,shape_inventory_complete,shape_relation,task,top_ops
mixed,decrease,7653,7500,16.057146993,none,none,266,23,none,variable,4215,80,increase,none,none,variable,same,153,same_shape;paint_or_fill,266,output_superset,rows_same:cols_same|same|increase|decrease|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task379,Where:15;Cast:8;Greater:8;Slice:6;ReduceMax:5;Or:5;And:5;Equal:5;Einsum:4;Transpose:4
single_einsum,same,99,0,20.404880150,rot90,none,267,2,none,fixed,616,1,same,none,none,fixed,same,99,same_shape;geometry,267,overlap,rows_same:cols_same|same|same|same|overlap|none|none|none|rot90|none|fixed|fixed,True,rows_same:cols_same,task380,Einsum:1
bitwise,decrease,1752,1684,17.531486729,none,none,265,10,none,fixed,1331,10,increase,none,none,fixed,output_superset,68,same_shape;palette_add;paint_or_fill,265,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task381,MatMul:2;GreaterOrEqual:2;And:2;Slice:1;Less:1;Pad:1;Where:1
mixed,increase,5695,5568,16.352656124,none,none,266,25,none,variable,6737,71,increase,none,none,variable,same,127,same_shape;paint_or_fill,266,output_superset,rows_same:cols_same|same|increase|increase|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task382,Slice:28;Where:12;Cast:5;Squeeze:5;Pad:5;CumSum:4;Concat:4;Einsum:2;Equal:2;Gather:2
index_scatter,same,5830,5734,16.329227721,none,none,266,12,none,variable,4120,54,increase,none,none,variable,same,96,same_shape;paint_or_fill,266,output_superset,rows_same:cols_same|same|increase|same|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task383,Gather:10;Cast:7;Where:6;Equal:5;Less:4;ArgMax:4;Sub:4;Add:4;Reshape:4;ReduceMin:2
mixed,same,481,428,18.824132730,none,none,266,6,none,fixed,1731,18,increase,none,none,variable,same,53,paint_or_fill,0,not_applicable,mixed|same|increase|same|not_applicable|none|none|none|none|none|fixed|variable,True,mixed,task384,Cast:4;ReduceMax:4;Slice:2;ArgMax:2;Add:2;Concat:1;Mul:1;Sub:1;ConvTranspose:1
single_gather,increase,30,0,21.598802618,none,none,265,1,none,fixed,175,1,increase,none,none,fixed,same,30,same_shape;paint_or_fill,265,output_superset,rows_same:cols_same|same|increase|increase|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task385,Gather:1
mixed,mixed,211,180,19.648141867,none,none,268,8,none,fixed,814,7,decrease,none,none,fixed,mixed,31,crop_or_extract;select_or_erase,0,not_applicable,rows_same:cols_decrease|mixed|decrease|mixed|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_same:cols_decrease,task386,Slice:2;Cast:2;And:1;Where:1;Pad:1
mixed,mixed,4345,4228,16.623218962,none,none,266,24,none,variable,3876,77,increase,none,none,variable,output_superset,117,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|mixed|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task387,Add:16;Cast:9;Sub:8;Equal:5;ArgMax:5;Concat:5;Reshape:5;Mul:5;Einsum:3;Gather:3
mixed,mixed,1829,1766,17.488475352,none,none,266,17,mixed,variable,2225,28,increase,none,none,variable,mixed,63,expand_or_compose;paint_or_fill,0,not_applicable,rows_increase:cols_increase|mixed|increase|mixed|not_applicable|none|none|mixed|none|none|variable|variable,True,rows_increase:cols_increase,task388,Cast:4;Less:4;Where:4;ReduceSum:2;Slice:2;Pad:2;Gather:2;Sqrt:1;ArgMax:1;Add:1
index_scatter,increase,130,108,20.132465550,none,none,266,4,none,variable,702,8,decrease,none,none,variable,output_subset,22,same_shape;palette_filter;select_or_erase,266,output_subset,rows_same:cols_same|output_subset|decrease|increase|output_subset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task389,Concat:2;ReduceMax:1;Einsum:1;Cast:1;Sub:1;ScatterElements:1;Gather:1
bitwise,increase,2699,2595,17.099363387,none,none,266,37,none,fixed,8616,74,same,none,none,fixed,same,104,same_shape,266,overlap,rows_same:cols_same|same|same|increase|overlap|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task390,Slice:20;And:17;Where:11;Pad:9;Equal:4;Not:4;Or:4;Concat:3;Cast:2
index_scatter,decrease,159,135,19.931095798,none,none,267,5,none,variable,679,6,decrease,none,none,fixed,output_subset,24,crop_or_extract;palette_filter;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|output_subset|decrease|decrease|not_applicable|none|none|none|none|none|variable|fixed,True,rows_decrease:cols_decrease,task391,ReduceSum:1;TopK:1;Cast:1;Gather:1;Equal:1;Pad:1
mixed,decrease,1941,1592,17.429041417,none,none,266,22,none,fixed,4913,36,increase,none,none,fixed,output_superset,349,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task392,Gather:5;Cast:4;Slice:3;Mod:3;Equal:3;Where:3;ArgMax:2;Einsum:2;Mul:2;ReduceSum:1
mixed,decrease,144,125,20.030186700,none,none,265,4,none,fixed,494,7,decrease,none,none,fixed,same,19,crop_or_extract;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|same|decrease|decrease|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_decrease:cols_decrease,task393,GlobalAveragePool:1;TopK:1;Cast:1;Slice:1;Transpose:1;Equal:1;Pad:1
mixed,same,676,355,18.483806924,none,none,266,11,none,variable,2692,23,decrease,mixed,none,variable,mixed,321,crop_or_extract;select_or_erase,0,not_applicable,rows_decrease:cols_decrease|mixed|decrease|same|not_applicable|mixed|none|none|none|none|variable|variable,True,rows_decrease:cols_decrease,task394,Where:4;Einsum:3;Cast:3;Add:3;ArgMax:2;OneHot:2;ReduceMax:1;ReduceSum:1;Equal:1;Sub:1
bitwise,mixed,165,144,19.894054526,none,none,268,6,none,fixed,819,9,decrease,none,none,fixed,mixed,21,crop_or_extract;select_or_erase,0,not_applicable,rows_decrease:cols_same|mixed|decrease|mixed|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_decrease:cols_same,task395,Slice:2;Cast:2;Or:1;Not:1;And:1;Concat:1;Pad:1
mixed,decrease,3560,3481,16.822484176,none,none,266,21,none,variable,3481,42,decrease,none,none,variable,output_subset,79,crop_or_extract;palette_filter;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|output_subset|decrease|decrease|not_applicable|none|none|none|none|none|variable|variable,True,rows_decrease:cols_decrease,task396,Cast:6;Where:4;Concat:4;ReduceMax:4;ArgMax:3;Add:3;ReduceSum:2;Slice:2;QLinearConv:2;GreaterOrEqual:2
bitwise,decrease,2752,2562,17.079916801,none,none,266,26,none,fixed,4654,57,increase,none,none,fixed,output_superset,190,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task397,Reshape:10;Equal:6;Or:6;Add:5;And:5;Gather:4;Cast:3;Slice:3;Not:3;Where:2
index_scatter,increase,2187,996,17.309713979,none,none,268,11,all,fixed,5596,12,increase,none,none,variable,same,1191,paint_or_fill,0,not_applicable,mixed|same|increase|increase|not_applicable|none|none|all|none|none|fixed|variable,True,mixed,task398,Gather:3;Slice:2;Cast:2;ReduceSum:1;Einsum:1;Concat:1;Reshape:1;Equal:1
spatial,same,60,31,20.905655438,none,none,273,4,none,variable,534,4,decrease,none,none,fixed,disjoint,29,select_or_erase,5,mixed,mixed|disjoint|decrease|same|mixed|none|none|none|none|none|variable|fixed,True,mixed,task399,Einsum:1;Greater:1;Equal:1;Pad:1
mixed,decrease,1181,1172,17.925883184,none,none,266,7,none,fixed,735,13,decrease,mixed,none,fixed,output_subset,9,crop_or_extract;palette_filter;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|output_subset|decrease|decrease|not_applicable|mixed|none|none|none|none|fixed|fixed,True,rows_decrease:cols_decrease,task400,Sub:3;Mod:2;MaxPool:1;Gather:1;Cast:1;Reshape:1;Div:1;Concat:1;Slice:1;Pad:1
